,Unnamed: 0,time,latitude,longitude,depth,spatial_ref,mlotst,siconc,thetao,usi,sithick,bottomT,vsi,vo,uo,so,zos,angle,direction
0,0,2018-10-16 12:00:00,1.3869047590664454,104.9921875,0.494025,0,11.648489999999999,,30.15646,,,29.042590999999998,,-0.17701091,0.013765268,32.849945,0.7715949000000001,175.5533381280765,South
1,1,2018-11-16 00:00:00,0.8846153846153846,105.41129032258064,0.494025,0,12.34791,,30.079039,,,29.339857000000002,,-0.25341845,0.13458964,32.400220000000004,0.79097027,152.02738640345638,South
2,2,2018-12-16 12:00:00,1.4166666619917925,104.66666681626265,0.494025,0,14.297075,,29.61583,,,29.413431,,-0.44106594,0.14601976,31.696976,0.84876215,161.68230343902576,South
3,3,2019-01-16 12:00:00,0.9300000008940696,104.6533334350586,0.494025,0,18.503027,,29.041815000000003,,,28.934492,,-0.19566454,-0.11329603,31.923021000000002,0.84776956,210.0722148856076,South
